termin,pojazd,kto,lotnisko_z,lotnisko_do
07.2011,EMB,DT,EPGD,EPWA
07.2011,Śmigłowiec W-3,DT,EPWA,EPSY
07.2011,Śmigłowiec W-3,DT,EPSY,EPWA
07.2011,EMB,DT,EPWA,LKPR
07.2011,EMB,DT,LKPR,EPWA
07.2011,Śmigłowiec W-3,DT,EPKK,EPNT
07.2011,Śmigłowiec W-3,DT,EPNT,EPWA
07.2011,Śmigłowiec W-3,DT,EPWA,EPRZ
07.2011,Śmigłowiec W-3,DT,EPRZ,EPWA
07.2011,EMB,DT,EPWA,EPKK
07.2011,EMB,DT,EPRZ,EPGD
07.2011,Śmigłowiec W-3,DT,EPWA,EPBK
07.2011,Śmigłowiec W-3,DT,EPBK,EPWA
07.2011,EMB,DT,EPWA,EPGD
07.2011,TU,DT,EPGD,EPWA
07.2011,EMB,DT,EPWA,EPKK
07.2011,EMB,DT,EPKK,EPGD
07.2011,EMB,DT,EPGD,EPKK
07.2011,Śmigłowiec W-3,DT,EPKK,EPNL
07.2011,Śmigłowiec W-3,DT,EPNL,EPKK
08.2011,EMB,DT,EPWA,EPGD
08.2011,Inny,DT,EPWA,EPGD
08.2011,Inny,DT,EPGD,EPWA
08.2011,EMB,DT,EPWA,EPGD
08.2011,EMB,DT,EPGD,EPWA
08.2011,EMB,DT,EPWA,EPGD
08.2011,EMB,DT,EPWA,EPWR
08.2011,EMB,DT,EPWR,EPGD
08.2011,EMB,DT,EPGD,EPWA
08.2011,EMB,DT,EPWA,EBBR
08.2011,EMB,DT,EBBR,EPWA
08.2011,EMB,DT,EPWA,EPGD
09.2011,EMB,DT,EPWA,EPGD
09.2011,EMB,DT,EPGD,LFPG
09.2011,EMB,DT,LFPG,EPWA
09.2011,EMB,DT,EPWA,EPGD
09.2011,EMB,DT,EPGD,EPLL
09.2011,Śmigłowiec W-3,DT,EPWA,PL-0122
09.2011,Śmigłowiec W-3,DT,PL-0122,EPNL
09.2011,Śmigłowiec W-3,DT,EPNL,EPWA
09.2011,EMB,DT,EPWA,EPWR
09.2011,EMB,DT,EPWR,EPWA
09.2011,EMB,DT,EPWA,EPGD
09.2011,EMB,DT,EPWA,EPGD
09.2011,EMB,DT,EPGD,EBBR
09.2011,EMB,DT,EBBR,EPWA
09.2011,Śmigłowiec W-3,DT,EPKT,EPWA
09.2011,EMB,DT,EPWA,EPKT
09.2011,EMB,DT,EPKT,EPWA
09.2011,EMB,DT,EPWA,EPRZ
09.2011,EMB,DT,EPRZ,EPWA
09.2011,EMB,DT,EPWA,EPGD
09.2011,EMB,DT,EPGD,EVRA
09.2011,EMB,DT,EVRA,LDZA
09.2011,EMB,DT,LDZA,EPWA
09.2011,EMB,DT,EPWA,EPGD
09.2011,EMB,DT,EPGD,EPWA
09.2011,EMB,DT,EPSC,EPWA
09.2011,EMB,DT,EPWA,EPGD
09.2011,EMB,DT,EPGD,EPWA
09.2011,EMB,DT,EPWA,EPGD
09.2011,EMB,DT,EPGD,EPWA
10.2011,EMB,DT,EPGD,EPWA
10.2011,EMB,DT,EPKT,EPWA
10.2011,EMB,DT,EPWA,EPGD
10.2011,EMB,DT,EPGD,EPWA
10.2011,EMB,DT,EPWA,LKPR
10.2011,EMB,DT,LKPR,EPWA
10.2011,EMB,DT,EPWA,EPGD
10.2011,EMB,DT,EPWA,EBBR
10.2011,EMB,DT,EBBR,EPWA
10.2011,EMB,DT,EPWA,EPGD
10.2011,EMB,DT,EPWA,EPGD
10.2011,EMB,DT,EPGD,EBBR
10.2011,EMB,DT,EBBR,EPGD
10.2011,EMB,DT,EPGD,EPWA
10.2011,EMB,DT,EPGD,EPWA
10.2011,EMB,DT,EPWA,EBBR
10.2011,EMB,DT,EBBR,EPWA
10.2011,EMB,DT,EPWA,EPGD
10.2011,EMB,DT,EPWA,LICJ
11.2011,EMB,DT,EPWA,EPGD
11.2011,EMB,DT,EPGD,EPWA
11.2011,EMB,DT,EPLL,EPGD
11.2011,EMB,DT,EPGD,EPWA
11.2011,EMB,DT,EPWA,EPGD
11.2011,EMB,DT,EPGD,EPWA
11.2011,EMB,DT,EPWA,EPGD
11.2011,EMB,DT,EPWA,EPGD
12.2011,EMB,DT,EPWA,EPGD
12.2011,EMB,DT,EPGD,EPWA
12.2011,EMB,DT,EPWA,LFML
12.2011,EMB,DT,LFML,EBBR
12.2011,EMB,DT,EBBR,EPWA
12.2011,EMB,DT,EPWA,LFST
12.2011,EMB,DT,LFST,EPWA
12.2011,EMB,DT,EPWA,EPGD
12.2011,EMB,DT,EPGD,EPWA
12.2011,EMB,DT,EPWA,EPKT
12.2011,EMB,DT,EPKT,EPWA
12.2011,EMB,DT,EPWA,EPGD
12.2011,EMB,DT,EPGD,EPWA
12.2011,EMB,DT,EPWA,EPGD
01.2012,EMB,DT,EPGD,EPWA
01.2012,EMB,DT,EPWA,EPGD
01.2012,EMB,DT,EPWA,LIPX
01.2012,EMB,DT,LIPX,EPWA
01.2012,EMB,DT,EPWA,EKCH
01.2012,EMB,DT,EKCH,EPWA
01.2012,EMB,DT,EPWA,LIPX
01.2012,EMB,DT,LIPX,EPWA
01.2012,EMB,DT,EPGD,EPWA
01.2012,EMB,DT,EPWA,LIRF
01.2012,EMB,DT,LIRF,EPWA
01.2012,EMB,DT,EPWA,EPGD
01.2012,EMB,DT,EPGD,EPWA
01.2012,EMB,DT,EPWA,EPGD
01.2012,EMB,DT,EPGD,EPWA
01.2012,EMB,DT,EPWA,EBBR
01.2012,EMB,DT,EBBR,EPWA
02.2012,EMB,DT,EPWA,EPGD
02.2012,EMB,DT,EPGD,EPWA
02.2012,EMB,DT,EPWA,EPKK
02.2012,EMB,DT,EPKK,EPWA
02.2012,EMB,DT,EPWA,EPGD
02.2012,EMB,DT,EPGD,EPWA
02.2012,EMB,DT,EPWA,EPGD
02.2012,EMB,DT,EPGD,EPWA
03.2012,EMB,DT,EPWA,EBBR
03.2012,EMB,DT,EBBR,EPWA
03.2012,EMB,DT,EPWA,EPGD
03.2012,EMB,DT,EPGD,EPKT
03.2012,EMB,DT,EPKT,EPGD
03.2012,EMB,DT,EPGD,EPWA
05.2012,Śmigłowiec W-3,DT,EPWA,EPPO
04.2012,EMB,DT,EPWA,LCLK
04.2012,EMB,DT,LCLK,EPWA
04.2012,EMB,DT,EPWA,LCLK
04.2012,EMB,DT,LCLK,OMDB
04.2012,EMB,DT,OMDB,OMAA
04.2012,EMB,DT,OMAA,OERK
04.2012,EMB,DT,OERK,LCLK
04.2012,EMB,DT,LCLK,EPWA
05.2012,EMB,DT,EPWR,EPWA
05.2012,EMB,DT,EPWA,EPGD
05.2012,EMB,DT,EPGD,EPWA
05.2012,EMB,DT,EPWA,EBBR
05.2012,EMB,DT,EBBR,EPWA
05.2012,EMB,DT,EPWA,LIRF
05.2012,EMB,DT,LIRF,EPWA
05.2012,EMB,DT,EPWA,ETNL
05.2012,EMB,DT,ETNL,EDDT
05.2012,EMB,DT,EDDT,EPWA
06.2012,EMB,DT,EPWA,LROP
06.2012,EMB,DT,LROP,EPWA
06.2012,EMB,DT,EPGD,EPWA
06.2012,EMB,DT,EPWA,EPWR
06.2012,EMB,DT,EPWR,EPGD
06.2012,EMB,DT,EPGD,EPWA
06.2012,EMB,DT,EPGD,EPWA
06.2012,EMB,DT,EPWA,LKPR
06.2012,EMB,DT,LKPR,EPKT
06.2012,EMB,DT,EPKT,EPGD
06.2012,EMB,DT,EPGD,EPWA
06.2012,EMB,DT,EPWA,EBBR
06.2012,EMB,DT,EBBR,EPWA
07.2012,EMB,DT,EPWA,UKBB
07.2012,EMB,DT,UKBB,EPWA
07.2012,EMB,DT,EPGD,EPWA
07.2012,DT,DT,EPWA,EPGD
07.2012,DT,DT,EPGD,LDDU
07.2012,DT,DT,LDDU,EPGD
07.2012,DT,DT,EPGD,EPWA
07.2012,EMB,DT,EPGD,EPWA
08.2012,EMB,DT,EPWA,LDDU
08.2012,EMB,DT,LDDU,EPWA
08.2012,EMB,DT,EPWA,EPGD
09.2012,EMB,DT,EPGD,EPWA
09.2012,EMB,DT,EPWA,EPGD
09.2012,EMB,DT,EPGD,EPWA
09.2012,EMB,DT,EPGD,EPWA
09.2012,Śmigłowiec W-3,DT,EPSZ,EPDR
09.2012,Śmigłowiec W-3,DT,EPDR,EPSZ
09.2012,Śmigłowiec W-3,DT,EPSZ,EPWA
09.2012,EMB,DT,EPWA,EPSC
09.2012,EMB,DT,EPSC,EPWA
10.2012,EMB,DT,EPWA,EPGD
10.2012,EMB,DT,EPGD,EPKK
10.2012,EMB,DT,EPKK,EPWA
10.2012,EMB,DT,EPWA,EFHK
10.2012,EMB,DT,EFHK,EPWA
10.2012,EMB,DT,EPGD,EPWA
10.2012,Inny,DT,EPWA,LROP
10.2012,Inny,DT,LROP,EPWA
10.2012,Inny,DT,EPWA,EBBR
10.2012,Inny,DT,EBBR,EPWA
10.2012,Inny,DT,EPWA,EPGD
10.2012,Inny,DT,EPGD,EPWA
10.2012,EMB,DT,EPWA,EPRZ
10.2012,Śmigłowiec W-3,DT,EPST,EPWA
10.2012,EMB,DT,EPWA,EPGD
10.2012,EMB,DT,EPGD,EPKT
10.2012,EMB,DT,EPKT,EPWA
11.2012,EMB,DT,EPGD,EPWA
11.2012,EMB,DT,EKCH,EPWA
11.2012,EMB,DT,EPWA,EPRZ
11.2012,EMB,DT,EPRZ,EPWA
11.2012,EMB,DT,EPWA,EBBR
11.2012,EMB,DT,EBBR,EPWA
11.2012,EMB,DT,EPWA,EDDT
11.2012,EMB,DT,EDDT,EBBR
11.2012,EMB,DT,EBBR,EPWA
11.2012,EMB,DT,EPGD,EPWA
11.2012,EMB,DT,EPWA,EBBR
11.2012,EMB,DT,EBBR,EPWA
11.2012,EMB,DT,EPWA,EPGD
11.2012,EMB,DT,EPWA,EPGD
11.2012,EMB,DT,EPGD,EPWR
11.2012,EMB,DT,EPWR,EPWA
11.2012,EMB,DT,EPWA,EPWR
11.2012,EMB,DT,EPWR,EPWA
12.2012,EMB,DT,EPGD,ENGM
12.2012,EMB,DT,ENGM,EPWA
12.2012,EMB,DT,EPWA,EBBR
12.2012,EMB,DT,EBBR,EPWA
01.2013,EMB,DT,EPWA,LFPG
01.2013,EMB,DT,LFPG,EPWA
02.2013,EMB,DT,EPWA,ELLX
02.2013,EMB,DT,ELLX,EBBR
02.2013,EMB,DT,EBBR,EPWA
03.2013,EMB,DT,EPWA,EDDV
03.2013,EMB,DT,EDDV,EPWA
03.2013,EMB,DT,EPWA,EPGD
03.2013,EMB,DT,EPGD,EETN
03.2013,EMB,DT,EETN,EPWA
03.2013,EMB,DT,EPWA,EBBR
03.2013,EMB,DT,EBBR,EPWA
03.2013,EMB,DT,EPWA,LZTT
03.2013,EMB,DT,LZTT,EPWA
04.2013,EMB,DT,EPGD,EPWA
04.2013,EMB,DT,EPWA,UUEE
04.2013,EMB,DT,UUEE,EPWA
04.2013,EMB,DT,EPWA,EGLL
04.2013,EMB,DT,EGLL,EPWA
04.2013,EMB,DT,EPWA,EPGD
04.2013,EMB,DT,EPGD,EDDT
04.2013,EMB,DT,EDDT,EPWA
05.2013,EMB,DT,EPWA,EBBR
05.2013,EMB,DT,EBBR,EPWA
06.2013,EMB,DT,EPWA,LPPT
06.2013,EMB,DT,LPPT,EPGD
06.2013,EMB,DT,EPGD,EPWA
06.2013,EMB,DT,EPWA,EPGD
06.2013,EMB,DT,EPGD,EPLL
06.2013,EMB,DT,EPLL,EPWA
06.2013,EMB,DT,EPWA,EPGD
06.2013,EMB,DT,EPGD,LYBE
06.2013,EMB,DT,LYBE,EPWA
06.2013,EMB,DT,EPWA,EPWR
06.2013,EMB,DT,EPWR,EBBR
06.2013,EMB,DT,EBBR,EPKT
06.2013,EMB,DT,EPKT,EPWA
06.2013,EMB,DT,EPWA,LDZA
06.2013,EMB,DT,LDZA,EPWA
07.2013,EMB,DT,EPWA,EDDT
07.2013,EMB,DT,EDDT,EPWA
07.2013,EMB,DT,EPWA,EPGD
07.2013,EMB,DT,EPGD,LEMD
07.2013,EMB,DT,LEMD,EPWA
07.2013,EMB,DT,EPWA,EPZG
07.2013,EMB,DT,EPZG,EPWA
08.2013,Śmigłowiec W-3,DT,EPMM,EPWA
08.2013,Śmigłowiec W-3,DT,EPWA,EPKK
08.2013,Śmigłowiec W-3,DT,EPKK,EPWA
09.2013,Śmigłowiec W-3,DT,EPKT,EPWA
09.2013,EMB,DT,EPWA,EPGD
09.2013,EMB,DT,EPGD,EPKT
09.2013,EMB,DT,EPKT,EPWA
09.2013,EMB,DT,EPWA,EPGD
09.2013,EMB,DT,EPGD,EPWA
09.2013,EMB,DT,EPGD,EPLL
09.2013,EMB,DT,EPLL,EPWA
10.2013,EMB,DT,EPWA,EPKK
10.2013,EMB,DT,EPKK,EPWA
10.2013,EMB,DT,EPWA,EPKK
10.2013,EMB,DT,EPWA,EPGD
10.2013,EMB,DT,EPGD,LHBP
10.2013,EMB,DT,LHBP,EPWA
10.2013,EMB,DT,EPWA,EBBR
10.2013,EMB,DT,EBBR,EPWA
10.2013,EMB,DT,EPWA,EPGD
10.2013,EMB,DT,EPGD,EPWA
11.2013,EMB,DT,EPWA,LFPG
11.2013,EMB,DT,LFPG,EPWA
11.2013,EMB,DT,EPWA,LROP
11.2013,EMB,DT,LROP,EPWA
11.2013,EMB,DT,EPWA,EPKK
11.2013,EMB,DT,EPKK,EPWA
12.2013,EMB,DT,EPGD,EPWA
12.2013,EMB,DT,EPKT,EPWA
12.2013,EMB,DT,EPWA,EPGD
12.2013,EMB,DT,EPGD,EPPO
12.2013,EMB,DT,EPPO,EPWA
12.2013,EMB,DT,EPWA,EBBR
12.2013,EMB,DT,EBBR,EPWA
12.2013,EMB,DT,EPWA,EPKK
12.2013,EMB,DT,EPKK,EPGD
12.2013,EMB,DT,EPGD,EPWA
12.2013,EMB,DT,EPWA,EPKK
12.2013,EMB,DT,EPKK,EPGD
01.2014,EMB,DT,EPWA,LHBP
01.2014,EMB,DT,LHBP,EBBR
01.2014,EMB,DT,EBBR,LFPG
01.2014,EMB,DT,LFPG,EPWA
01.2014,EMB,DT,EPWA,EDDT
01.2014,EMB,DT,EDDT,EGTK
01.2014,EMB,DT,EGTK,EPWA
02.2014,EMB,DT,EPWA,EPGD
02.2014,EMB,DT,EPGD,EETN
02.2014,EMB,DT,EETN,ESSA
02.2014,EMB,DT,ESSA,EFHK
02.2014,EMB,DT,EFHK,EPWA
02.2014,EMB,DT,EPWA,LUKK
02.2014,EMB,DT,LUKK,EPWA
02.2014,EMB,DT,EPWA,EPWR
02.2014,EMB,DT,EPWR,EPKK
02.2014,EMB,DT,EPKK,EPWA
02.2014,Śmigłowiec W-3,DT,EPOP,LZTT
02.2014,Śmigłowiec W-3,DT,LZTT,EPKK
02.2014,EMB,DT,EPWA,EPRZ
02.2014,EMB,DT,EPRZ,EPWA
03.2014,EMB,DT,EPWA,EBBR
03.2014,EMB,DT,EBBR,EIDW
03.2014,EMB,DT,EIDW,EPGD
03.2014,EMB,DT,EPGD,EPWA
03.2014,EMB,DT,EPGD,EPKK
03.2014,EMB,DT,EPKK,EPGD
03.2014,EMB,DT,EPGD,EPWA
03.2014,EMB,DT,EPGD,EPWA
03.2014,EMB,DT,EPWA,EBBR
03.2014,EMB,DT,EBBR,EPWA
03.2014,EMB,DT,EPWA,EPGD
03.2014,EMB,DT,EPGD,EPWA
03.2014,EMB,DT,EPWA,LUKK
03.2014,EMB,DT,LUKK,EPWA
03.2014,EMB,DT,EPWA,EPKT
03.2014,EMB,DT,EPKT,EPWA
03.2014,EMB,DT,EPWA,EPRZ
03.2014,EMB,DT,EPRZ,EPWA
04.2014,EMB,DT,EPWA,EBBR
04.2014,EMB,DT,EBBR,EPWA
04.2014,Śmigłowiec W-3,DT,EPGD,EPSY
04.2014,Śmigłowiec W-3,DT,EPSY,EPGD
04.2014,EMB,DT,EPWA,EPKK
04.2014,EMB,DT,EPKK,EPWA
04.2014,EMB,DT,EPWA,EPGD
04.2014,EMB,DT,EPGD,EPWA
04.2014,EMB,DT,EPWA,EPKK
04.2014,EMB,DT,EPKK,EPGD
04.2014,EMB,DT,EPGD,EPWA
04.2014,CASA,DT,EPWA,EPLK
04.2014,CASA,DT,EPLK,EPWA
04.2014,EMB,DT,EPWA,EPKT
04.2014,EMB,DT,EPKT,EPWA
04.2014,EMB,DT,EPWA,EBBR
04.2014,EMB,DT,EBBR,LFPG
04.2014,EMB,DT,LFPG,EPWA
04.2014,EMB,DT,EPWA,EPPO
04.2014,EMB,DT,EPPO,EDDT
04.2014,EMB,DT,EDDT,EPGD
04.2014,EMB,DT,EPGD,EPWA
04.2014,EMB,DT,EPWA,LIRF
04.2014,EMB,DT,LIRF,EPWA
04.2014,EMB,DT,EPWA,LEMD
04.2014,EMB,DT,LEMD,EPWA
05.2014,EMB,DT,EPWA,EPKT
05.2014,EMB,DT,EPKT,EPWA
05.2014,EMB,DT,EPWA,LZIB
05.2014,EMB,DT,LZIB,EPKK
05.2014,EMB,DT,EPKK,EPWA
05.2014,EMB,DT,EPWA,EPRZ
05.2014,EMB,DT,EPRZ,EPWA
05.2014,EMB,DT,EPWA,LIRN
05.2014,EMB,DT,LIRN,LIRF
05.2014,EMB,DT,LIRF,EPWA
05.2014,EMB,DT,EPWA,EBBR
05.2014,EMB,DT,EBBR,EPWA
05.2014,EMB,DT,EPZG,EPWR
05.2014,EMB,DT,EPWR,EPKT
05.2014,EMB,DT,EPKT,EPGD
05.2014,EMB,DT,EPGD,EPWA
05.2014,EMB,DT,EPWA,EBBR
05.2014,EMB,DT,EBBR,EPSC
05.2014,EMB,DT,EPSC,EPWA
05.2014,EMB,DT,EPWA,EPWR
05.2014,EMB,DT,EPWR,EPWA
06.2014,EMB,DT,EPWA,EPKT
06.2014,EMB,DT,EPKT,EPWR
06.2014,EMB,DT,EPWR,EPWA
06.2014,EMB,DT,EPWA,EPGD
06.2014,EMB,DT,EPGD,EPWA
06.2014,EMB,DT,EPWA,LHBP
06.2014,EMB,DT,LHBP,EPWA
06.2014,EMB,DT,EPWA,EBKT
06.2014,EMB,DT,EBKT,EBBR
06.2014,EMB,DT,EBBR,EPWA
07.2014,EMB,DT,EPWA,EDDT
07.2014,EMB,DT,EDDT,EPWA
07.2014,EMB,DT,EPWA,EBBR
07.2014,EMB,DT,EBBR,EPWA
08.2014,EMB,DT,EPWA,EBBR
08.2014,EMB,DT,EBBR,EPGD
08.2014,EMB,DT,EPGD,EPWA
09.2014,EMB,DT,EPGD,EPWA
09.2014,EMB,DT,EPWA,EPMO
09.2014,Śmigłowiec W-3,DT,EPMO,EPWA
09.2014,EMB,DT,EPWA,EPKT
09.2014,EMB,DT,EPKT,EPWA
10.2014,EMB,EK,EPWA,EBBR
10.2014,EMB,EK,EBBR,EPWA
10.2014,EMB,EK,EPWA,EPKT
10.2014,EMB,EK,EPKT,EPWA
10.2014,EMB,EK,EPWA,EDDT
10.2014,EMB,EK,EDDT,LFPG
10.2014,EMB,EK,LFPG,EPWA
10.2014,EMB,EK,EPWA,LIMC
10.2014,EMB,EK,LIMC,EPWA
10.2014,EMB,EK,EPWA,EBBR
10.2014,EMB,EK,EBBR,EPWA
10.2014,EMB,EK,EPWA,EPZG
10.2014,EMB,EK,EPZG,EPWR
10.2014,EMB,EK,EPWR,EPWA
11.2014,EMB,EK,EPWA,EPWR
11.2014,EMB,EK,EPWR,EPKT
11.2014,EMB,EK,EPKT,EPWA
11.2014,EMB,EK,EPWA,EPWR
11.2014,EMB,EK,EPWR,EPWA
12.2014,EMB,EK,EPWA,LKPR
12.2014,EMB,EK,LKPR,EPWA
12.2014,Śmigłowiec W-3,EK,EPWA,EPKT
12.2014,EMB,EK,EPKT,EPWA
12.2014,EMB,EK,EPWA,LZIB
12.2014,EMB,EK,LZIB,EPWA
12.2014,EMB,EK,EPWA,EPKK
12.2014,EMB,EK,EPWA,EBBR
12.2014,EMB,EK,EBBR,EPWA
01.2015,EMB,EK,EPWA,LFPG
01.2015,EMB,EK,LFPG,EPWA
01.2015,EMB,EK,EPWA,EPKT
01.2015,EMB,EK,EPKT,EPWA
01.2015,EMB,EK,EPKT,EPWA
01.2015,EMB,EK,EPWA,UKBB
01.2015,EMB,EK,UKBB,EPWA
01.2015,EMB,EK,EPWA,LFPG
01.2015,EMB,EK,LFPG,EPWA
02.2015,EMB,EK,EPWA,EBBR
02.2015,EMB,EK,EBBR,EPWA
02.2015,EMB,EK,EPWA,LUZ
02.2015,EMB,EK,LUZ,EPWA
03.2015,EMB,EK,EPWA,EPPO
03.2015,EMB,EK,EPPO,EPWA
03.2015,EMB,EK,EPWA,EBBR
03.2015,EMB,EK,EBBR,EPWA
04.2015,Śmigłowiec W-3,EK,EPWA,EPGD
04.2015,EMB,EK,EPWA,LIPE
04.2015,EMB,EK,LIPE,LKPR
04.2015,EMB,EK,LKPR,EPWA
04.2015,EMB,EK,EPWA,EBBR
04.2015,EMB,EK,EBBR,EPWA
04.2015,EMB,EK,EPWA,EPKK
04.2015,EMB,EK,EPKK,EPWA
05.2015,EMB,EK,EPGD,EPWA
05.2015,EMB,EK,EPWA,EPGD
05.2015,EMB,EK,EPGD,EPWA
05.2015,Śmigłowiec W-3,EK,EPWR,EPWA
05.2015,EMB,EK,EPWA,EPWR
05.2015,EMB,EK,EPWR,EPWA
05.2015,EMB,EK,EPWA,EPKT
05.2015,EMB,EK,EPKT,EVRA
05.2015,EMB,EK,EVRA,EPWA
06.2015,EMB,EK,EPWA,EBBR
06.2015,EMB,EK,EBBR,EPWA
06.2015,EMB,EK,EPWA,LIRF
06.2015,EMB,EK,LIRF,EPWA
06.2015,EMB,EK,EPWA,LZIB
06.2015,EMB,EK,LZIB,EPWA
06.2015,EMB,EK,EPWA,EBBR
06.2015,EMB,EK,EBBR,EPWA
07.2015,CASA,EK,EPWA,EPKT
07.2015,CASA,EK,EPKT,EPWA
07.2015,EMB,EK,EPWA,LEMD
07.2015,EMB,EK,LEMD,EPWA
09.2015,EMB,EK,EPWA,EPKT
09.2015,EMB,EK,EPKT,EPWA
09.2015,EMB,EK,EPWA,EPGD
09.2015,EMB,EK,EPGD,LKPR
09.2015,EMB,EK,LKPR,EPWA
09.2015,EMB,EK,EPWA,EPKK
09.2015,EMB,EK,EPKK,EPWA
09.2015,EMB,EK,EPWA,UKBB
09.2015,EMB,EK,UKBB,EPWA
09.2015,EMB,EK,EPWA,EBBR
09.2015,EMB,EK,EBBR,EPWA
09.2015,EMB,EK,EPWA,EPGD
09.2015,EMB,EK,EPGD,EPWA
10.2015,EMB,EK,EPWA,KGLS
10.2015,EMB,EK,KGLS,EPWA
10.2015,EMB,EK,EPWA,EBBR
10.2015,EMB,EK,EBBR,EPWA
10.2015,Śmigłowiec W-3,EK,EPWA,EPKA
10.2015,Śmigłowiec W-3,EK,EPKA,EPWA
11.2015,EMB,BS,EPWA,EBBR
11.2015,EMB,BS,EBBR,LFPB
11.2015,EMB,BS,LFPB,EPWA
12.2015,EMB,BS,EPWA,LKPR
12.2015,EMB,BS,LKPR,EPKK
12.2015,EMB,BS,EPWA,EBBR
12.2015,EMB,BS,EBBR,EPWA
01.2016,EMB,BS,EPWA,LFST
01.2016,EMB,BS,LFST,EPWA
02.2016,EMB,BS,EPWA,ENGM
02.2016,EMB,BS,ENGM,EPWA
02.2016,EMB,BS,EPWA,LFPB
02.2016,EMB,BS,LFPB,EGSS
02.2016,EMB,BS,EGSS,EPWA
02.2016,EMB,BS,EPWA,LHBP
02.2016,EMB,BS,LHBP,EPWA
02.2016,EMB,BS,EPWA,EDDT
02.2016,EMB,BS,EDDT,EPKK
02.2016,EMB,BS,EPKK,LKPR
02.2016,EMB,BS,LKPR,EPWA
02.2016,EMB,BS,EPWA,EBBR
02.2016,EMB,BS,EBBR,EPKT
03.2016,EMB,BS,EPWA,EBBR
03.2016,EMB,BS,EBBR,EPWA
03.2016,EMB,BS,EPWA,EBBR
03.2016,EMB,BS,EBBR,EPKK
03.2016,EMB,BS,EPWA,EPRZ
03.2016,EMB,BS,EPRZ,EPWA
04.2016,EMB,BS,EPWA,EPSC
04.2016,EMB,BS,EPSC,EPWA
04.2016,Śmigłowiec W-3,BS,EPWA,EPKK
04.2016,Śmigłowiec W-3,BS,EPKK,EPWA
04.2016,EMB,BS,EPWA,EPPO
04.2016,EMB,BS,EPPO,EPKK
04.2016,EMB,BS,EPWA,EPKK
04.2016,EMB,BS,EPKK,EPWA
04.2016,Śmigłowiec W-3,BS,EPWA,EPST
04.2016,Śmigłowiec W-3,BS,EPST,EPWA
05.2016,EMB,BS,EPWA,LIRA
05.2016,EMB,BS,LIRA,EPKK
05.2016,Śmigłowiec W-3,BS,EPWA,EPKK
05.2016,Śmigłowiec W-3,BS,EPKK,EPWA
05.2016,EMB,BS,EPKK,TR-0043
05.2016,EMB,BS,TR-0043,EPWA
06.2016,EMB,BS,EPWA,LKPR
06.2016,EMB,BS,LKPR,EPSC
06.2016,CASA,BS,EPSC,EPWA
06.2016,EMB,BS,EPWA,EPSC
06.2016,EMB,BS,EPSC,EPKK
06.2016,EMB,BS,EPWA,EDDT
06.2016,EMB,BS,EDDT,EPWA
06.2016,Śmigłowiec W-3,BS,EPWA,EPKK
06.2016,EMB,BS,EPWA,EBBR
06.2016,EMB,BS,EBBR,EPWA
07.2016,Śmigłowiec W-3,BS,EPKK,EPWA
07.2016,Śmigłowiec W-3,BS,EPWA,EPKK
07.2016,Inny,BS,EPWA,ZMUB
07.2016,Inny,BS,ZMUB,EPWA
07.2016,Śmigłowiec W-3,BS,EPWA,EPKK
07.2016,Śmigłowiec W-3,BS,EPKK,EPWA
07.2016,Śmigłowiec W-3,BS,EPWA,EPKK
07.2016,Śmigłowiec W-3,BS,EPKK,EPWA
07.2016,Śmigłowiec W-3,BS,EPWA,EPKK
07.2016,EMB,BS,EPWA,EPKT
08.2016,Śmigłowiec W-3,BS,EPWA,EPGD
08.2016,Śmigłowiec W-3,BS,EPGD,EPKK
08.2016,Śmigłowiec W-3,BS,EPKK,EPWA
08.2016,Śmigłowiec W-3,BS,EPGD,EPWA
08.2016,Śmigłowiec W-3,BS,EPWA,EPKK
08.2016,Śmigłowiec W-3,BS,EPKK,EPGD
